rate_date,from_currency_code,to_currency_code,exchange_rate,rate_source
2025-01-01,EUR,RON,4.7816,ECB_REFERENCE
2025-01-01,EUR,EUR,1.0,ECB_REFERENCE
2025-01-02,EUR,PLN,4.2955,ECB_REFERENCE
2025-01-02,EUR,RON,4.8106,ECB_REFERENCE
2025-01-02,EUR,EUR,1.0,ECB_REFERENCE
2025-01-03,EUR,PLN,4.3132,ECB_REFERENCE
2025-01-03,EUR,RON,4.818,ECB_REFERENCE
2025-01-03,EUR,EUR,1.0,ECB_REFERENCE
2025-01-04,EUR,PLN,4.3395,ECB_REFERENCE
2025-01-04,EUR,RON,4.8254,ECB_REFERENCE
2025-01-04,EUR,EUR,1.0,ECB_REFERENCE
2025-01-05,EUR,PLN,4.3521,ECB_REFERENCE
2025-01-05,EUR,RON,4.8204,ECB_REFERENCE
2025-01-05,EUR,EUR,1.0,ECB_REFERENCE
2025-01-06,EUR,PLN,4.3531,ECB_REFERENCE
2025-01-06,EUR,RON,4.8086,ECB_REFERENCE
2025-01-06,EUR,EUR,1.0,ECB_REFERENCE
2025-01-07,EUR,PLN,4.3681,ECB_REFERENCE
2025-01-07,EUR,RON,4.7888,ECB_REFERENCE
2025-01-07,EUR,EUR,1.0,ECB_REFERENCE
2025-01-08,EUR,PLN,4.3801,ECB_REFERENCE
2025-01-08,EUR,RON,4.7856,ECB_REFERENCE
2025-01-08,EUR,EUR,1.0,ECB_REFERENCE
2025-01-09,EUR,PLN,4.3981,ECB_REFERENCE
2025-01-09,EUR,RON,4.7982,ECB_REFERENCE
2025-01-09,EUR,EUR,1.0,ECB_REFERENCE
2025-01-10,EUR,PLN,4.4261,ECB_REFERENCE
2025-01-10,EUR,RON,4.8104,ECB_REFERENCE
2025-01-10,EUR,EUR,1.0,ECB_REFERENCE
2025-01-11,EUR,PLN,4.4017,ECB_REFERENCE
2025-01-11,EUR,RON,4.8093,ECB_REFERENCE
2025-01-11,EUR,EUR,1.0,ECB_REFERENCE
2025-01-12,EUR,PLN,4.3837,ECB_REFERENCE
2025-01-12,EUR,RON,4.8006,ECB_REFERENCE
2025-01-12,EUR,EUR,1.0,ECB_REFERENCE
2025-01-13,EUR,PLN,4.4069,ECB_REFERENCE
2025-01-13,EUR,RON,4.8113,ECB_REFERENCE
2025-01-13,EUR,EUR,1.0,ECB_REFERENCE
2025-01-14,EUR,PLN,4.3961,ECB_REFERENCE
2025-01-14,EUR,RON,4.7942,ECB_REFERENCE
2025-01-14,EUR,EUR,1.0,ECB_REFERENCE
2025-01-15,EUR,PLN,4.3966,ECB_REFERENCE
2025-01-15,EUR,RON,4.7738,ECB_REFERENCE
2025-01-15,EUR,EUR,1.0,ECB_REFERENCE
2025-01-16,EUR,PLN,4.3863,ECB_REFERENCE
2025-01-16,EUR,RON,4.779,ECB_REFERENCE
2025-01-16,EUR,EUR,1.0,ECB_REFERENCE
2025-01-17,EUR,PLN,4.404,ECB_REFERENCE
2025-01-17,EUR,RON,4.7892,ECB_REFERENCE
2025-01-17,EUR,EUR,1.0,ECB_REFERENCE
2025-01-18,EUR,PLN,4.3687,ECB_REFERENCE
2025-01-18,EUR,RON,4.7943,ECB_REFERENCE
2025-01-18,EUR,EUR,1.0,ECB_REFERENCE
2025-01-19,EUR,PLN,4.3698,ECB_REFERENCE
2025-01-19,EUR,RON,4.8013,ECB_REFERENCE
2025-01-19,EUR,EUR,1.0,ECB_REFERENCE
2025-01-20,EUR,PLN,4.3945,ECB_REFERENCE
2025-01-20,EUR,RON,4.7666,ECB_REFERENCE
2025-01-20,EUR,EUR,1.0,ECB_REFERENCE
2025-01-21,EUR,PLN,4.3854,ECB_REFERENCE
2025-01-21,EUR,RON,4.7764,ECB_REFERENCE
2025-01-21,EUR,EUR,1.0,ECB_REFERENCE
2025-01-22,EUR,PLN,4.3611,ECB_REFERENCE
2025-01-22,EUR,RON,4.8011,ECB_REFERENCE
2025-01-22,EUR,EUR,1.0,ECB_REFERENCE
2025-01-23,EUR,PLN,4.3668,ECB_REFERENCE
2025-01-23,EUR,RON,4.8153,ECB_REFERENCE
2025-01-23,EUR,EUR,1.0,ECB_REFERENCE
2025-01-24,EUR,PLN,4.358,ECB_REFERENCE
2025-01-24,EUR,RON,4.8291,ECB_REFERENCE
2025-01-24,EUR,EUR,1.0,ECB_REFERENCE
2025-01-25,EUR,PLN,4.3743,ECB_REFERENCE
2025-01-25,EUR,RON,4.833,ECB_REFERENCE
2025-01-25,EUR,EUR,1.0,ECB_REFERENCE
2025-01-26,EUR,PLN,4.3779,ECB_REFERENCE
2025-01-26,EUR,RON,4.8376,ECB_REFERENCE
2025-01-26,EUR,EUR,1.0,ECB_REFERENCE
2025-01-27,EUR,PLN,4.3647,ECB_REFERENCE
2025-01-27,EUR,RON,4.8351,ECB_REFERENCE
2025-01-27,EUR,EUR,1.0,ECB_REFERENCE
2025-01-28,EUR,PLN,4.3624,ECB_REFERENCE
2025-01-28,EUR,RON,4.8416,ECB_REFERENCE
2025-01-28,EUR,EUR,1.0,ECB_REFERENCE
2025-01-29,EUR,PLN,4.3776,ECB_REFERENCE
2025-01-29,EUR,RON,4.8236,ECB_REFERENCE
2025-01-29,EUR,EUR,1.0,ECB_REFERENCE
2025-01-30,EUR,PLN,4.3757,ECB_REFERENCE
2025-01-30,EUR,RON,4.8486,ECB_REFERENCE
2025-01-30,EUR,EUR,1.0,ECB_REFERENCE
2025-01-31,EUR,PLN,4.3643,ECB_REFERENCE
2025-01-31,EUR,RON,4.8347,ECB_REFERENCE
2025-01-31,EUR,EUR,1.0,ECB_REFERENCE
2025-02-01,EUR,PLN,4.3674,ECB_REFERENCE
2025-02-01,EUR,RON,4.849,ECB_REFERENCE
2025-02-01,EUR,EUR,1.0,ECB_REFERENCE
2025-02-02,EUR,PLN,4.3676,ECB_REFERENCE
2025-02-02,EUR,RON,4.8715,ECB_REFERENCE
2025-02-02,EUR,EUR,1.0,ECB_REFERENCE
2025-02-03,EUR,PLN,4.3807,ECB_REFERENCE
2025-02-03,EUR,RON,4.8859,ECB_REFERENCE
2025-02-03,EUR,EUR,1.0,ECB_REFERENCE
2025-02-04,EUR,PLN,4.3892,ECB_REFERENCE
2025-02-04,EUR,RON,4.9257,ECB_REFERENCE
2025-02-04,EUR,EUR,1.0,ECB_REFERENCE
2025-02-05,EUR,PLN,4.386,ECB_REFERENCE
2025-02-05,EUR,RON,4.8911,ECB_REFERENCE
2025-02-05,EUR,EUR,1.0,ECB_REFERENCE
2025-02-06,EUR,PLN,4.4107,ECB_REFERENCE
2025-02-06,EUR,RON,4.8833,ECB_REFERENCE
2025-02-06,EUR,EUR,1.0,ECB_REFERENCE
2025-02-07,EUR,PLN,4.4123,ECB_REFERENCE
2025-02-07,EUR,RON,4.9057,ECB_REFERENCE
2025-02-07,EUR,EUR,1.0,ECB_REFERENCE
2025-02-08,EUR,PLN,4.3876,ECB_REFERENCE
2025-02-08,EUR,RON,4.8842,ECB_REFERENCE
2025-02-08,EUR,EUR,1.0,ECB_REFERENCE
2025-02-09,EUR,PLN,4.363,ECB_REFERENCE
2025-02-09,EUR,RON,4.8706,ECB_REFERENCE
2025-02-09,EUR,EUR,1.0,ECB_REFERENCE
2025-02-10,EUR,PLN,4.3697,ECB_REFERENCE
2025-02-10,EUR,RON,4.8796,ECB_REFERENCE
2025-02-10,EUR,EUR,1.0,ECB_REFERENCE
2025-02-11,EUR,PLN,4.3739,ECB_REFERENCE
2025-02-11,EUR,RON,4.8554,ECB_REFERENCE
2025-02-11,EUR,EUR,1.0,ECB_REFERENCE
2025-02-12,EUR,PLN,4.3386,ECB_REFERENCE
2025-02-12,EUR,RON,4.8563,ECB_REFERENCE
2025-02-12,EUR,EUR,1.0,ECB_REFERENCE
2025-02-13,EUR,PLN,4.3314,ECB_REFERENCE
2025-02-13,EUR,RON,4.8642,ECB_REFERENCE
2025-02-13,EUR,EUR,1.0,ECB_REFERENCE
2025-02-14,EUR,PLN,4.342,ECB_REFERENCE
2025-02-14,EUR,RON,4.8665,ECB_REFERENCE
2025-02-14,EUR,EUR,1.0,ECB_REFERENCE
2025-02-15,EUR,PLN,4.3536,ECB_REFERENCE
2025-02-15,EUR,RON,4.8704,ECB_REFERENCE
2025-02-15,EUR,EUR,1.0,ECB_REFERENCE
2025-02-16,EUR,PLN,4.3617,ECB_REFERENCE
2025-02-16,EUR,RON,4.8584,ECB_REFERENCE
2025-02-16,EUR,EUR,1.0,ECB_REFERENCE
2025-02-17,EUR,PLN,4.3589,ECB_REFERENCE
2025-02-17,EUR,RON,4.8617,ECB_REFERENCE
2025-02-17,EUR,EUR,1.0,ECB_REFERENCE
2025-02-18,EUR,PLN,4.3714,ECB_REFERENCE
2025-02-18,EUR,RON,4.855,ECB_REFERENCE
2025-02-18,EUR,EUR,1.0,ECB_REFERENCE
2025-02-19,EUR,PLN,4.3794,ECB_REFERENCE
2025-02-19,EUR,RON,4.8505,ECB_REFERENCE
2025-02-19,EUR,EUR,1.0,ECB_REFERENCE
2025-02-20,EUR,PLN,4.3776,ECB_REFERENCE
2025-02-20,EUR,RON,4.8646,ECB_REFERENCE
2025-02-20,EUR,EUR,1.0,ECB_REFERENCE
2025-02-21,EUR,PLN,4.3471,ECB_REFERENCE
2025-02-21,EUR,RON,4.8425,ECB_REFERENCE
2025-02-21,EUR,EUR,1.0,ECB_REFERENCE
2025-02-22,EUR,PLN,4.3245,ECB_REFERENCE
2025-02-22,EUR,RON,4.803,ECB_REFERENCE
2025-02-22,EUR,EUR,1.0,ECB_REFERENCE
2025-02-23,EUR,PLN,4.3143,ECB_REFERENCE
2025-02-23,EUR,RON,4.8156,ECB_REFERENCE
2025-02-23,EUR,EUR,1.0,ECB_REFERENCE
2025-02-24,EUR,PLN,4.31,ECB_REFERENCE
2025-02-24,EUR,RON,4.8189,ECB_REFERENCE
2025-02-24,EUR,EUR,1.0,ECB_REFERENCE
2025-02-25,EUR,PLN,4.3264,ECB_REFERENCE
2025-02-25,EUR,RON,4.8413,ECB_REFERENCE
2025-02-25,EUR,EUR,1.0,ECB_REFERENCE
2025-02-26,EUR,PLN,4.3253,ECB_REFERENCE
2025-02-26,EUR,RON,4.8642,ECB_REFERENCE
2025-02-26,EUR,EUR,1.0,ECB_REFERENCE
2025-02-27,EUR,PLN,4.3267,ECB_REFERENCE
2025-02-27,EUR,RON,4.85,ECB_REFERENCE
2025-02-27,EUR,EUR,1.0,ECB_REFERENCE
2025-02-28,EUR,PLN,4.3177,ECB_REFERENCE
2025-02-28,EUR,RON,4.8249,ECB_REFERENCE
2025-02-28,EUR,EUR,1.0,ECB_REFERENCE
2025-03-01,EUR,PLN,4.3043,ECB_REFERENCE
2025-03-01,EUR,RON,4.8188,ECB_REFERENCE
2025-03-01,EUR,EUR,1.0,ECB_REFERENCE
2025-03-02,EUR,PLN,4.3164,ECB_REFERENCE
2025-03-02,EUR,RON,4.8478,ECB_REFERENCE
2025-03-02,EUR,EUR,1.0,ECB_REFERENCE
2025-03-03,EUR,PLN,4.2955,ECB_REFERENCE
2025-03-03,EUR,RON,4.8545,ECB_REFERENCE
2025-03-03,EUR,EUR,1.0,ECB_REFERENCE
2025-03-04,EUR,PLN,4.2799,ECB_REFERENCE
2025-03-04,EUR,RON,4.8626,ECB_REFERENCE
2025-03-04,EUR,EUR,1.0,ECB_REFERENCE
2025-03-05,EUR,PLN,4.2779,ECB_REFERENCE
2025-03-05,EUR,RON,4.8314,ECB_REFERENCE
2025-03-05,EUR,EUR,1.0,ECB_REFERENCE
2025-03-06,EUR,PLN,4.2918,ECB_REFERENCE
2025-03-06,EUR,RON,4.8212,ECB_REFERENCE
2025-03-06,EUR,EUR,1.0,ECB_REFERENCE
2025-03-07,EUR,PLN,4.2838,ECB_REFERENCE
2025-03-07,EUR,RON,4.8031,ECB_REFERENCE
2025-03-07,EUR,EUR,1.0,ECB_REFERENCE
2025-03-08,EUR,PLN,4.274,ECB_REFERENCE
2025-03-08,EUR,RON,4.8103,ECB_REFERENCE
2025-03-08,EUR,EUR,1.0,ECB_REFERENCE
2025-03-09,EUR,PLN,4.2712,ECB_REFERENCE
2025-03-09,EUR,RON,4.8158,ECB_REFERENCE
2025-03-09,EUR,EUR,1.0,ECB_REFERENCE
2025-03-10,EUR,PLN,4.2766,ECB_REFERENCE
2025-03-10,EUR,RON,4.8381,ECB_REFERENCE
2025-03-10,EUR,EUR,1.0,ECB_REFERENCE
2025-03-11,EUR,PLN,4.2714,ECB_REFERENCE
2025-03-11,EUR,RON,4.8131,ECB_REFERENCE
2025-03-11,EUR,EUR,1.0,ECB_REFERENCE
2025-03-12,EUR,PLN,4.2874,ECB_REFERENCE
2025-03-12,EUR,RON,4.8075,ECB_REFERENCE
2025-03-12,EUR,EUR,1.0,ECB_REFERENCE
2025-03-13,EUR,PLN,4.3041,ECB_REFERENCE
2025-03-13,EUR,RON,4.814,ECB_REFERENCE
2025-03-13,EUR,EUR,1.0,ECB_REFERENCE
2025-03-14,EUR,PLN,4.3022,ECB_REFERENCE
2025-03-14,EUR,RON,4.8198,ECB_REFERENCE
2025-03-14,EUR,EUR,1.0,ECB_REFERENCE
2025-03-15,EUR,PLN,4.3315,ECB_REFERENCE
2025-03-15,EUR,RON,4.8549,ECB_REFERENCE
2025-03-15,EUR,EUR,1.0,ECB_REFERENCE
2025-03-16,EUR,PLN,4.3326,ECB_REFERENCE
2025-03-16,EUR,RON,4.8576,ECB_REFERENCE
2025-03-16,EUR,EUR,1.0,ECB_REFERENCE
2025-03-17,EUR,PLN,4.3489,ECB_REFERENCE
2025-03-17,EUR,RON,4.8432,ECB_REFERENCE
2025-03-17,EUR,EUR,1.0,ECB_REFERENCE
2025-03-18,EUR,PLN,4.354,ECB_REFERENCE
2025-03-18,EUR,RON,4.8428,ECB_REFERENCE
2025-03-18,EUR,EUR,1.0,ECB_REFERENCE
2025-03-19,EUR,PLN,4.3588,ECB_REFERENCE
2025-03-19,EUR,RON,4.8287,ECB_REFERENCE
2025-03-19,EUR,EUR,1.0,ECB_REFERENCE
2025-03-20,EUR,PLN,4.3345,ECB_REFERENCE
2025-03-20,EUR,RON,4.7936,ECB_REFERENCE
2025-03-20,EUR,EUR,1.0,ECB_REFERENCE
2025-03-21,EUR,PLN,4.3176,ECB_REFERENCE
2025-03-21,EUR,RON,4.7859,ECB_REFERENCE
2025-03-21,EUR,EUR,1.0,ECB_REFERENCE
2025-03-22,EUR,PLN,4.3131,ECB_REFERENCE
2025-03-22,EUR,RON,4.8184,ECB_REFERENCE
2025-03-22,EUR,EUR,1.0,ECB_REFERENCE
2025-03-23,EUR,PLN,4.3298,ECB_REFERENCE
2025-03-23,EUR,RON,4.8022,ECB_REFERENCE
2025-03-23,EUR,EUR,1.0,ECB_REFERENCE
2025-03-24,EUR,PLN,4.3351,ECB_REFERENCE
2025-03-24,EUR,RON,4.7953,ECB_REFERENCE
2025-03-24,EUR,EUR,1.0,ECB_REFERENCE
2025-03-25,EUR,PLN,4.3308,ECB_REFERENCE
2025-03-25,EUR,RON,4.7984,ECB_REFERENCE
2025-03-25,EUR,EUR,1.0,ECB_REFERENCE
2025-03-26,EUR,PLN,4.3402,ECB_REFERENCE
2025-03-26,EUR,RON,4.7927,ECB_REFERENCE
2025-03-26,EUR,EUR,1.0,ECB_REFERENCE
2025-03-27,EUR,PLN,4.3563,ECB_REFERENCE
2025-03-27,EUR,RON,4.7736,ECB_REFERENCE
2025-03-27,EUR,EUR,1.0,ECB_REFERENCE
2025-03-28,EUR,PLN,4.3564,ECB_REFERENCE
2025-03-28,EUR,RON,4.817,ECB_REFERENCE
2025-03-28,EUR,EUR,1.0,ECB_REFERENCE
2025-03-29,EUR,PLN,4.3598,ECB_REFERENCE
2025-03-29,EUR,RON,4.8411,ECB_REFERENCE
2025-03-29,EUR,EUR,1.0,ECB_REFERENCE
2025-03-30,EUR,PLN,4.3612,ECB_REFERENCE
2025-03-30,EUR,RON,4.851,ECB_REFERENCE
2025-03-30,EUR,EUR,1.0,ECB_REFERENCE
2025-03-31,EUR,PLN,4.3603,ECB_REFERENCE
2025-03-31,EUR,RON,4.8481,ECB_REFERENCE
2025-03-31,EUR,EUR,1.0,ECB_REFERENCE
2025-04-01,EUR,PLN,4.3485,ECB_REFERENCE
2025-04-01,EUR,RON,4.8554,ECB_REFERENCE
2025-04-01,EUR,EUR,1.0,ECB_REFERENCE
2025-04-02,EUR,PLN,4.3355,ECB_REFERENCE
2025-04-02,EUR,RON,4.8667,ECB_REFERENCE
2025-04-02,EUR,EUR,1.0,ECB_REFERENCE
2025-04-03,EUR,PLN,4.352,ECB_REFERENCE
2025-04-03,EUR,RON,4.8729,ECB_REFERENCE
2025-04-03,EUR,EUR,1.0,ECB_REFERENCE
2025-04-04,EUR,PLN,4.3476,ECB_REFERENCE
2025-04-04,EUR,RON,4.8807,ECB_REFERENCE
2025-04-04,EUR,EUR,1.0,ECB_REFERENCE
2025-04-05,EUR,PLN,4.3429,ECB_REFERENCE
2025-04-05,EUR,RON,4.8967,ECB_REFERENCE
2025-04-05,EUR,EUR,1.0,ECB_REFERENCE
2025-04-06,EUR,PLN,4.3151,ECB_REFERENCE
2025-04-06,EUR,RON,4.8909,ECB_REFERENCE
2025-04-06,EUR,EUR,1.0,ECB_REFERENCE
2025-04-07,EUR,PLN,4.285,ECB_REFERENCE
2025-04-07,EUR,RON,4.8653,ECB_REFERENCE
2025-04-07,EUR,EUR,1.0,ECB_REFERENCE
2025-04-08,EUR,PLN,4.3055,ECB_REFERENCE
2025-04-08,EUR,RON,4.8806,ECB_REFERENCE
2025-04-08,EUR,EUR,1.0,ECB_REFERENCE
2025-04-09,EUR,PLN,4.2946,ECB_REFERENCE
2025-04-09,EUR,RON,4.8549,ECB_REFERENCE
2025-04-09,EUR,EUR,1.0,ECB_REFERENCE
2025-04-10,EUR,PLN,4.2501,ECB_REFERENCE
2025-04-10,EUR,RON,4.8457,ECB_REFERENCE
2025-04-10,EUR,EUR,1.0,ECB_REFERENCE
2025-04-11,EUR,PLN,4.2861,ECB_REFERENCE
2025-04-11,EUR,RON,4.853,ECB_REFERENCE
2025-04-11,EUR,EUR,1.0,ECB_REFERENCE
2025-04-12,EUR,PLN,4.2777,ECB_REFERENCE
2025-04-12,EUR,RON,4.8609,ECB_REFERENCE
2025-04-12,EUR,EUR,1.0,ECB_REFERENCE
2025-04-13,EUR,PLN,4.2543,ECB_REFERENCE
2025-04-13,EUR,RON,4.8559,ECB_REFERENCE
2025-04-13,EUR,EUR,1.0,ECB_REFERENCE
2025-04-14,EUR,PLN,4.2558,ECB_REFERENCE
2025-04-14,EUR,RON,4.8544,ECB_REFERENCE
2025-04-14,EUR,EUR,1.0,ECB_REFERENCE
2025-04-15,EUR,PLN,4.2676,ECB_REFERENCE
2025-04-15,EUR,RON,4.8603,ECB_REFERENCE
2025-04-15,EUR,EUR,1.0,ECB_REFERENCE
2025-04-16,EUR,PLN,4.2775,ECB_REFERENCE
2025-04-16,EUR,RON,4.8486,ECB_REFERENCE
2025-04-16,EUR,EUR,1.0,ECB_REFERENCE
2025-04-17,EUR,PLN,4.291,ECB_REFERENCE
2025-04-17,EUR,RON,4.8762,ECB_REFERENCE
2025-04-17,EUR,EUR,1.0,ECB_REFERENCE
2025-04-18,EUR,PLN,4.2764,ECB_REFERENCE
2025-04-18,EUR,RON,4.8611,ECB_REFERENCE
2025-04-18,EUR,EUR,1.0,ECB_REFERENCE
2025-04-19,EUR,PLN,4.2964,ECB_REFERENCE
2025-04-19,EUR,RON,4.8578,ECB_REFERENCE
2025-04-19,EUR,EUR,1.0,ECB_REFERENCE
2025-04-20,EUR,PLN,4.3175,ECB_REFERENCE
2025-04-20,EUR,RON,4.8503,ECB_REFERENCE
2025-04-20,EUR,EUR,1.0,ECB_REFERENCE
2025-04-21,EUR,PLN,4.3395,ECB_REFERENCE
2025-04-21,EUR,RON,4.8525,ECB_REFERENCE
2025-04-21,EUR,EUR,1.0,ECB_REFERENCE
2025-04-22,EUR,PLN,4.3434,ECB_REFERENCE
2025-04-22,EUR,RON,4.8791,ECB_REFERENCE
2025-04-22,EUR,EUR,1.0,ECB_REFERENCE
2025-04-23,EUR,PLN,4.3379,ECB_REFERENCE
2025-04-23,EUR,RON,4.863,ECB_REFERENCE
2025-04-23,EUR,EUR,1.0,ECB_REFERENCE
2025-04-24,EUR,PLN,4.3311,ECB_REFERENCE
2025-04-24,EUR,RON,4.8707,ECB_REFERENCE
2025-04-24,EUR,EUR,1.0,ECB_REFERENCE
2025-04-25,EUR,PLN,4.3074,ECB_REFERENCE
2025-04-25,EUR,RON,4.8816,ECB_REFERENCE
2025-04-25,EUR,EUR,1.0,ECB_REFERENCE
2025-04-26,EUR,PLN,4.2993,ECB_REFERENCE
2025-04-26,EUR,RON,4.9012,ECB_REFERENCE
2025-04-26,EUR,EUR,1.0,ECB_REFERENCE
2025-04-27,EUR,PLN,4.2632,ECB_REFERENCE
2025-04-27,EUR,RON,4.8877,ECB_REFERENCE
2025-04-27,EUR,EUR,1.0,ECB_REFERENCE
2025-04-28,EUR,PLN,4.2381,ECB_REFERENCE
2025-04-28,EUR,RON,4.8736,ECB_REFERENCE
2025-04-28,EUR,EUR,1.0,ECB_REFERENCE
2025-04-29,EUR,PLN,4.2417,ECB_REFERENCE
2025-04-29,EUR,RON,4.8705,ECB_REFERENCE
2025-04-29,EUR,EUR,1.0,ECB_REFERENCE
2025-04-30,EUR,PLN,4.238,ECB_REFERENCE
2025-04-30,EUR,RON,4.8678,ECB_REFERENCE
2025-04-30,EUR,EUR,1.0,ECB_REFERENCE
2025-05-01,EUR,PLN,4.241,ECB_REFERENCE
2025-05-01,EUR,RON,4.8506,ECB_REFERENCE
2025-05-01,EUR,EUR,1.0,ECB_REFERENCE
2025-05-02,EUR,PLN,4.2515,ECB_REFERENCE
2025-05-02,EUR,RON,4.8619,ECB_REFERENCE
2025-05-02,EUR,EUR,1.0,ECB_REFERENCE
2025-05-03,EUR,PLN,4.2572,ECB_REFERENCE
2025-05-03,EUR,RON,4.8713,ECB_REFERENCE
2025-05-03,EUR,EUR,1.0,ECB_REFERENCE
2025-05-04,EUR,PLN,4.2616,ECB_REFERENCE
2025-05-04,EUR,RON,4.906,ECB_REFERENCE
2025-05-04,EUR,EUR,1.0,ECB_REFERENCE
2025-05-05,EUR,PLN,4.2603,ECB_REFERENCE
2025-05-05,EUR,RON,4.9008,ECB_REFERENCE
2025-05-05,EUR,EUR,1.0,ECB_REFERENCE
2025-05-06,EUR,PLN,4.2491,ECB_REFERENCE
2025-05-06,EUR,RON,4.883,ECB_REFERENCE
2025-05-06,EUR,EUR,1.0,ECB_REFERENCE
2025-05-07,EUR,PLN,4.2306,ECB_REFERENCE
2025-05-07,EUR,RON,4.8679,ECB_REFERENCE
2025-05-07,EUR,EUR,1.0,ECB_REFERENCE
2025-05-08,EUR,PLN,4.2295,ECB_REFERENCE
2025-05-08,EUR,RON,4.8736,ECB_REFERENCE
2025-05-08,EUR,EUR,1.0,ECB_REFERENCE
2025-05-09,EUR,PLN,4.2303,ECB_REFERENCE
2025-05-09,EUR,RON,4.8605,ECB_REFERENCE
2025-05-09,EUR,EUR,1.0,ECB_REFERENCE
2025-05-10,EUR,PLN,4.2436,ECB_REFERENCE
2025-05-10,EUR,RON,4.8731,ECB_REFERENCE
2025-05-10,EUR,EUR,1.0,ECB_REFERENCE
2025-05-11,EUR,PLN,4.2413,ECB_REFERENCE
2025-05-11,EUR,RON,4.8619,ECB_REFERENCE
2025-05-11,EUR,EUR,1.0,ECB_REFERENCE
2025-05-12,EUR,PLN,4.2494,ECB_REFERENCE
2025-05-12,EUR,RON,4.8651,ECB_REFERENCE
2025-05-12,EUR,EUR,1.0,ECB_REFERENCE
2025-05-13,EUR,PLN,4.2279,ECB_REFERENCE
2025-05-13,EUR,RON,4.864,ECB_REFERENCE
2025-05-13,EUR,EUR,1.0,ECB_REFERENCE
2025-05-14,EUR,PLN,4.2317,ECB_REFERENCE
2025-05-14,EUR,RON,4.8487,ECB_REFERENCE
2025-05-14,EUR,EUR,1.0,ECB_REFERENCE
2025-05-15,EUR,PLN,4.2345,ECB_REFERENCE
2025-05-15,EUR,RON,4.824,ECB_REFERENCE
2025-05-15,EUR,EUR,1.0,ECB_REFERENCE
2025-05-16,EUR,PLN,4.2543,ECB_REFERENCE
2025-05-16,EUR,RON,4.845,ECB_REFERENCE
2025-05-16,EUR,EUR,1.0,ECB_REFERENCE
2025-05-17,EUR,PLN,4.2506,ECB_REFERENCE
2025-05-17,EUR,RON,4.8512,ECB_REFERENCE
2025-05-17,EUR,EUR,1.0,ECB_REFERENCE
2025-05-18,EUR,PLN,4.2147,ECB_REFERENCE
2025-05-18,EUR,RON,4.8316,ECB_REFERENCE
2025-05-18,EUR,EUR,1.0,ECB_REFERENCE
2025-05-19,EUR,PLN,4.2104,ECB_REFERENCE
2025-05-19,EUR,RON,4.8134,ECB_REFERENCE
2025-05-19,EUR,EUR,1.0,ECB_REFERENCE
2025-05-20,EUR,PLN,4.2209,ECB_REFERENCE
2025-05-20,EUR,RON,4.8471,ECB_REFERENCE
2025-05-20,EUR,EUR,1.0,ECB_REFERENCE
2025-05-21,EUR,PLN,4.2035,ECB_REFERENCE
2025-05-21,EUR,RON,4.8329,ECB_REFERENCE
2025-05-21,EUR,EUR,1.0,ECB_REFERENCE
2025-05-22,EUR,PLN,4.207,ECB_REFERENCE
2025-05-22,EUR,RON,4.8601,ECB_REFERENCE
2025-05-22,EUR,EUR,1.0,ECB_REFERENCE
2025-05-23,EUR,PLN,4.189,ECB_REFERENCE
2025-05-23,EUR,RON,4.8644,ECB_REFERENCE
2025-05-23,EUR,EUR,1.0,ECB_REFERENCE
2025-05-24,EUR,PLN,4.2157,ECB_REFERENCE
2025-05-24,EUR,RON,4.8362,ECB_REFERENCE
2025-05-24,EUR,EUR,1.0,ECB_REFERENCE
2025-05-25,EUR,PLN,4.1968,ECB_REFERENCE
2025-05-25,EUR,RON,4.8291,ECB_REFERENCE
2025-05-25,EUR,EUR,1.0,ECB_REFERENCE
2025-05-26,EUR,PLN,4.1892,ECB_REFERENCE
2025-05-26,EUR,RON,4.8428,ECB_REFERENCE
2025-05-26,EUR,EUR,1.0,ECB_REFERENCE
2025-05-27,EUR,PLN,4.1927,ECB_REFERENCE
2025-05-27,EUR,RON,4.8127,ECB_REFERENCE
2025-05-27,EUR,EUR,1.0,ECB_REFERENCE
2025-05-28,EUR,PLN,4.2003,ECB_REFERENCE
2025-05-28,EUR,RON,4.803,ECB_REFERENCE
2025-05-28,EUR,EUR,1.0,ECB_REFERENCE
2025-05-29,EUR,PLN,4.219,ECB_REFERENCE
2025-05-29,EUR,RON,4.7925,ECB_REFERENCE
2025-05-29,EUR,EUR,1.0,ECB_REFERENCE
2025-05-30,EUR,PLN,4.2096,ECB_REFERENCE
2025-05-30,EUR,RON,4.8015,ECB_REFERENCE
2025-05-30,EUR,EUR,1.0,ECB_REFERENCE
2025-05-31,EUR,PLN,4.2208,ECB_REFERENCE
2025-05-31,EUR,RON,4.8091,ECB_REFERENCE
2025-05-31,EUR,EUR,1.0,ECB_REFERENCE
2025-06-01,EUR,PLN,4.1959,ECB_REFERENCE
2025-06-01,EUR,RON,4.8181,ECB_REFERENCE
2025-06-01,EUR,EUR,1.0,ECB_REFERENCE
2025-06-02,EUR,PLN,4.1808,ECB_REFERENCE
2025-06-02,EUR,RON,4.8221,ECB_REFERENCE
2025-06-02,EUR,EUR,1.0,ECB_REFERENCE
2025-06-03,EUR,PLN,4.1599,ECB_REFERENCE
2025-06-03,EUR,RON,4.8296,ECB_REFERENCE
2025-06-03,EUR,EUR,1.0,ECB_REFERENCE
